Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
FSNR,FREESTONE RESOURCES INC,Pink No Information,0.009000,,0,Common Stock,USA,Texas
DIGI,DIGITILITI INC,Pink No Information,0.064000,33.611700,244061,Common Stock,USA,Washington
GWIO,GREAT WESTERN IRON ORE PP,Pink No Information,0.030000,,0,Common Stock,USA,Nevada
ENHT,ENHERENT CORP,Pink No Information,0.004000,,0,Common Stock,USA,New Jersey
ROKK,ROKK3R INC,Pink No Information,0.000000,,0,Common Stock,USA,Florida
EEGI,ELINE ENTMT GROUP INC,Pink No Information,0.000400,0.000000,224617507,Common Stock,USA,California
BRCOQ,BEARD CO,Pink No Information,0.015950,,0,Common Stock,USA,Oklahoma
GNPG,GREEN PLANET GROUP INC,Pink No Information,0.022100,5.238100,113328,Common Stock,USA,Arizona
HWVI,HAWAII VINTAGE CHOCOLATE,Pink No Information,0.007100,,0,Common Stock,USA,Hawaii
WWSG,WORLDWIDE STRATEGIES INC,Pink No Information,0.027000,,0,Common Stock,USA,Florida
FLXI,FLEXIINTERNATIONAL SFTWRE,Pink No Information,0.220000,,0,Common Stock,USA,Connecticut
BRTX,BIORESTORATIVE THERAPIES,Pink No Information,0.012000,7.142900,21582368,Common Stock,USA,New York
PHLI,PACIFICHEALTH LABS INC,Pink No Information,0.030000,,0,Common Stock,USA,New Jersey
TMIX,TARSIN MOBILE INC,Pink No Information,0.004000,,0,Common Stock,USA,Nevada
AWSI,ARIA WIRELESS SYS INC,Pink No Information,0.025000,,0,Common Stock,USA,New York
CFGX,CAPITAL FINCL GLOBAL INC,Pink No Information,0.000900,12.500000,14850082,Common Stock,USA,Utah
HUMT,HUMATECH INC,Pink No Information,0.012000,0.000000,330,Common Stock,USA,Texas
VICP,VICAPSYS LIFE SCIENCES,Pink No Information,2.000000,,0,Common Stock,USA,Georgia
TMOL,TRIMOL GROUP INC,Pink No Information,0.003500,,0,Common Stock,USA,New York
HGUBP,HIGHLANDS CAP TR PR C/SHS,Pink No Information,36.710000,,0,Preferred Stock,USA,Virginia
VCII,VIVICELLS INTL INC,Pink No Information,0.011100,,0,Common Stock,USA,Florida
TALN,TALON INTERNATIONAL INC,Pink No Information,0.073000,,0,Common Stock,USA,California
FFPM,FFP MARKETING CO INC,Pink No Information,0.012500,,0,Common Stock,USA,Texas
MERR,MERRIMAN HOLDINGS INC,Pink No Information,0.101000,1.000000,2350,Common Stock,USA,California
ZNNC,ZANN CORP,Pink No Information,0.007800,-15.217400,1000,Common Stock,USA,Nevada
CTBK,CITY BANK WA,Pink No Information,0.011050,,0,Common Stock,USA,Washington
BRGC,BRIGHTROCK GOLD CORP,Pink No Information,0.073800,5.503900,161100,Common Stock,USA,Florida
CXCQ,CARDXX INC,Pink No Information,0.007600,,0,Common Stock,USA,New York
OPTL,OPTIMUM INTRACTVE USA NEW,Pink No Information,0.000800,-60.000000,7667,Common Stock,USA,California
AWWC,ACCESS WORLDWIDE COMMUNS,Pink No Information,0.017000,-15.000000,30000,Common Stock,USA,Virginia
LIHC,LIBERTY INTL HLDG CORP,Pink No Information,0.230000,,0,Common Stock,USA,Colorado
AXTG,AXIS TECHS GROUP INC,Pink No Information,0.015500,-32.608700,546994,Common Stock,USA,Nebraska
ARBU,AMERICAN BUSINESS CRP,Pink No Information,0.005100,,0,Common Stock,USA,Kentucky
GLOH,GLOW HOLDINGS INC,Pink No Information,0.130000,,0,Common Stock,USA,Washington
DKAM,DRINKS AMERICAS HLDGS LTD,Pink No Information,0.000400,-20.000000,8421700,Common Stock,USA,California
QMIS,QMIS FINANCE SECS CORP,Pink No Information,0.070000,,0,Common Stock,USA,New York
ADNY,ADINO ENERGY CORP,Pink No Information,0.017900,5.294100,133700,Common Stock,USA,Texas
CAHI,CARRIER ALLIANCE HLDGS,Pink No Information,0.006000,,0,Common Stock,USA,New York
PTEO,PROTEO INC,Pink No Information,0.000000,,0,Common Stock,USA,California
CNLK,CANNALINK INC,Pink No Information,0.121000,,0,Common Stock,USA,California
BANI,BANNEKER INC,Pink No Information,0.000700,16.666700,5024681,Common Stock,USA,Florida
IOTC,IOTA COMMUNICATIONS INC,Pink No Information,0.255000,-1.315800,5752,Common Stock,USA,Pennsylvania
FRNV,FRONTERA INVESTMENT INC,Pink No Information,0.002600,,0,Common Stock,USA,California
SGTB,SUGGESTION BOX INC,Pink No Information,0.018000,-25.925900,739089,Common Stock,USA,Arizona
IAHL,IAHL CORP,Pink No Information,0.490000,1.871100,17650,Common Stock,USA,Florida
ATMO,AMERICATOWNE HLDG INC,Pink No Information,0.012100,,0,Common Stock,USA,North Carolina
NLAB,NUONCOLOGY LABS INC,Pink No Information,0.017650,,0,Common Stock,USA,Florida
CPWY,CLEAN ENERGY PATHWAYS INC,Pink No Information,0.011500,35.294100,71850,Common Stock,USA,Wyoming
IBRC,IBRANDS CORP,Pink No Information,0.000900,12.500000,125496923,Common Stock,USA,Nevada
COCM,COMERTON CORP,Pink No Information,0.026500,,0,Common Stock,USA,Florida
NESW,NEW ENGLAND SERVICE CO,Pink No Information,23.000000,,0,Common Stock,USA,Connecticut
AGTK,AGRITEK HOLDINGS INC,Pink No Information,0.026990,42.804200,745675,Common Stock,USA,Florida
HHGI,HAWAIIAN HOSPITALITY GRP,Pink No Information,0.050000,,0,Common Stock,USA,Hawaii
TLDN,TELIDYNE INC,Pink No Information,1.600000,,0,Common Stock,USA,New York
ALKN,ALKANE INC,Pink No Information,0.006900,-12.658200,111583,Common Stock,USA,Maryland
TTHG,TITANIUM HLDGS GROUP INC,Pink No Information,0.279950,,0,Common Stock,USA,Texas
CTBG,COIL TUBING TECH INC,Pink No Information,0.080000,,0,Common Stock,USA,Texas
KGJI,KINGOLD JEWELRY INC,Pink No Information,0.190000,-13.636400,30041,Common Stock,USA,New York
ARPC,AREM PACIFIC CORP,Pink No Information,0.140000,66.468500,300,Common Stock,USA,Arizona
UAMA,UNITED AMERICAN CORP,Pink No Information,0.060100,-8.244300,3447,Common Stock,USA,Florida
CTNI,CITRON INC,Pink No Information,0.004200,,0,Common Stock,USA,New York
RBDC,RBID.COM INC,Pink No Information,0.000300,0.000000,550000,Common Stock,USA,California
TSRR,TRADESTAR RES CORP,Pink No Information,0.007600,,0,Common Stock,USA,Texas
KGRI,KILEY GROUP INC,Pink No Information,0.000500,0.000000,40000,Common Stock,USA,Texas
MDKM,MDECHEM INC,Pink No Information,0.012000,,0,Common Stock,USA,Texas
HGPI,HORIZON GROUP PPTYS INC,Pink No Information,1.000000,,0,Common Stock,USA,Illinois
IPLY,INTERPLAY ENTMT CORP,Pink No Information,0.050000,-1.960800,24045,Common Stock,USA,California
IBSS,INTEGRATED BUS SYS & SVCS,Pink No Information,0.014160,,0,Common Stock,USA,South Carolina
SGRZ,STONEPATH GROUP INC,Pink No Information,0.003600,12.500000,213401,Common Stock,USA,Washington
SITS,SOUTHERN ITS INTAL INC,Pink No Information,0.070500,-6.622500,324,Common Stock,USA,Nevada
DVAR,DOVARRI INC,Pink No Information,0.004200,,0,Common Stock,USA,Texas
HKWO,HONG KONG WINALITE GRP,Pink No Information,0.030000,,5,Common Stock,USA,New York
TIGE,TIGRENT INC,Pink No Information,0.029000,,0,Common Stock,USA,Florida
IENT,IENTERTAINMENT NTWRK INC,Pink No Information,0.015600,,0,Common Stock,USA,North Carolina
AWKS,AMERIWORKS INC,Pink No Information,0.260000,,0,Common Stock,USA,Pennsylvania
ZVLO,ZVELO INC,Pink No Information,0.090000,47.541000,1400,Common Stock,USA,Colorado
CMFV,COMF5 INTERNATIONAL INC,Pink No Information,0.003600,,0,Common Stock,USA,Nevada
NWTT,NW TECH CAPITAL INC,Pink No Information,0.000500,0.000000,14529724,Common Stock,USA,Nevada
EVLI,EVERLERT INC,Pink No Information,0.003800,,0,Common Stock,USA,California
INOH,IN OVATIONS HOLDINGS INC,Pink No Information,0.000400,33.333300,17009649,Common Stock,USA,New York
SHDC,SURETY HOLDINGS CORP,Pink No Information,2.800000,,0,Common Stock,USA,Georgia
GRVE,GROOVE BOTANICALS INC,Pink No Information,0.068000,-2.857100,800,Common Stock,USA,Minnesota
OIDN,OIDON CO LTD,Pink No Information,0.023250,,0,Common Stock,USA,New York
TRBX,TRB SYSTEMS INTL INC,Pink No Information,0.040000,,0,Common Stock,USA,New Jersey
SYHO,SYNERGIE WELLNESS PRODS,Pink No Information,0.000900,,0,Common Stock,USA,California
CTYO,CATHAYONLINE INC,Pink No Information,0.020000,19900.000000,121,Common Stock,USA,New York
ESWW,ENVIRONMENTAL SOL WRL NEW,Pink No Information,5.650000,,0,Common Stock,USA,Pennsylvania
ATIW,ATI NETWORKS INC,Pink No Information,0.025000,,0,Common Stock,USA,Florida
DVLP,GOLDEN DEVELOPING SOL,Pink No Information,0.004200,5.000000,1815430,Common Stock,USA,Texas
PVRS,PROVIDENCE RESOURCES INC,Pink No Information,0.034000,0.000000,10000,Common Stock,USA,Texas
DEQI,DIRECT EQUITY INTL INC,Pink No Information,0.003000,,0,Common Stock,USA,California
TLFX,TELEFIX COMMUNS HLDGS,Pink No Information,0.059900,0.000000,1334,Common Stock,USA,Texas
GLYE,GLYECO INC,Pink No Information,0.129500,,0,Common Stock,USA,West Virginia
FRXX,FORECROSS CORP,Pink No Information,0.154500,-2.738400,6800,Common Stock,USA,California
SNSGF,SENSE TECHS INC ORD,Pink No Information,0.140000,7.692300,1000,Foreign Ordinary Shares,USA,Nebraska
ORNC,ORANCO INC,Pink No Information,0.860000,3.614500,10400,Common Stock,USA,New York
PTSH,PTS INC,Pink No Information,9.250000,,1,Common Stock,USA,Minnesota
GKIT,GREENKRAFT INC,Pink No Information,0.030125,,0,Common Stock,USA,California
ELCI,EASTERN LIGHT CAPITAL INC,Pink No Information,0.700100,,0,Common Stock,USA,California
SCTN,SCHIMATIC TECHS INC,Pink No Information,0.001100,,0,Common Stock,USA,Nevada
KAHL,KAHALA CORP FL,Pink No Information,300.000000,,0,Common Stock,USA,Delaware
INCT,INCAPTA INC,Pink No Information,0.001900,-17.391300,1474210467,Common Stock,USA,Wyoming
FQFC,FUQUAN FINANCIAL CO,Pink No Information,0.008500,,0,Common Stock,USA,California
TFBN,TFN FOOTBALL NETWORK,Pink No Information,0.000600,0.000000,200000,Common Stock,USA,California
AGGI,ALLIED ENERGY INC,Pink No Information,0.015100,-20.526300,4211,Common Stock,USA,Kentucky
RSHN,RUSHNET INC,Pink No Information,0.001100,22.222200,520200958,Common Stock,USA,Colorado
ADYX,ADYNXX INC,Pink No Information,0.242000,-2.811200,1800,Common Stock,USA,California
PLWY,PEOPLESWAY.COM INC,Pink No Information,0.000600,,0,Common Stock,USA,North Carolina
CYBA,CANYON BANCORP (CA),Pink No Information,0.030900,,0,Common Stock,USA,California
USMJ,NORTH AMER CANNABIS HLDG,Pink No Information,0.001300,-3.703700,64036688,Common Stock,USA,Texas
PVNO,PROVISION OPERATION SYS,Pink No Information,0.002600,,0,Common Stock,USA,California
FUTS,FUTURE SCIENCE HOLDINGS,Pink No Information,0.019100,0.526300,5000,Common Stock,USA,New York
RRRI,ROCK RIDGE RESOURCES INC,Pink No Information,0.016900,-19.523800,226,Common Stock,USA,California
ITLK,INTERLINK PRODUCTS INTL,Pink No Information,0.035000,25.000000,2657,Common Stock,USA,New Jersey
FMBV,FULL MOTION BEVERAGE INC,Pink No Information,0.003600,,0,Common Stock,USA,New York
AWEB,ARETI WEB INNOVATIONS INC,Pink No Information,0.020000,,0,Common Stock,USA,Nevada
VVIT,VISTA INTL TECHS INC,Pink No Information,0.010800,,0,Common Stock,USA,Colorado
FNRC,1ST NRG CORP,Pink No Information,0.000500,0.000000,28229801,Common Stock,USA,Colorado
SIBE,SIBLING GROUP HLDGS INC,Pink No Information,0.020000,0.000000,50000,Common Stock,USA,Florida
GNLKQ,GENELINK INC,Pink No Information,0.002100,-16.000000,137299,Common Stock,USA,Florida
CHAG,CHANCELLOR GROUP INC,Pink No Information,0.014900,-12.352900,67700,Common Stock,USA,Texas
MCBP,MICHIGAN COMMUTY BNCRP,Pink No Information,0.000600,,0,Common Stock,USA,Michigan
RFXRF,RUNNING FOX RES CORP,Pink No Information,0.033150,,0,Foreign Ordinary Shares,USA,Colorado
AVIX,AVIX TECHS INC,Pink No Information,0.030000,,0,Common Stock,USA,Nevada
CLPE,CLEAR PEAK ENERGY INC,Pink No Information,4.500000,,0,Common Stock,USA,Utah
SAEC,STARLIGHT ENERGY CORP,Pink No Information,1.000000,,0,Common Stock,USA,Colorado
TCEC,TRANSCOASTAL CORP,Pink No Information,0.018000,,0,Common Stock,USA,Texas
MKRO,MONKEY ROCK GROUP INC,Pink No Information,0.045000,,0,Common Stock,USA,Florida
ITPC,INTREPID CAPITAL CORP,Pink No Information,130.000100,,0,Common Stock,USA,Florida
XNNHQ,XENONICS HOLDINGS INC,Pink No Information,0.039000,5.405400,61531,Common Stock,USA,New York
AMWK,AMERISTAR NETWORK INC,Pink No Information,0.112275,,0,Common Stock,USA,Utah
ASPZ,ASIA PPTYS INC,Pink No Information,0.040000,-20.000000,10000,Common Stock,USA,Washington
CTDT,CENTAURUS DIAMOND TECHS,Pink No Information,0.044000,25.714300,1000,Common Stock,USA,Nevada
IHAI,INNOVATIVE HLDGS ALL INC,Pink No Information,0.200000,25.000000,31080,Common Stock,USA,Georgia
PRMK,PROCENCEPT MKTNG GRP NEW,Pink No Information,0.012000,,0,Common Stock,USA,Indiana
ITCJ,INFINITE TECH CORP,Pink No Information,0.000400,33.333300,11900000,Common Stock,USA,Texas
BETW,BETTWORK INDUSTRIES INC,Pink No Information,0.009350,,0,Common Stock,USA,Florida
FCGD,FIRST COLOMBIA GLD CORP,Pink No Information,0.000500,11.111100,23298283,Common Stock,USA,Tennessee
NZIH,NZJ HOLDINGS INC,Pink No Information,0.124900,302.903200,41553,Common Stock,USA,Wyoming
EVCI,EVCI CAREER COLLEGES HDG,Pink No Information,0.220000,-36.962800,8633,Common Stock,USA,New York
MVNT,MOVEMENT INDS CORP,Pink No Information,0.022000,-4.347800,223823,Common Stock,USA,Texas
EVRC,EVERCEL INC,Pink No Information,2.150000,2.381000,849,Common Stock,USA,New York
NNLX,NANOLOGIX INC,Pink No Information,0.044000,-15.384600,200,Common Stock,USA,Ohio
ATYG,ATLAS TECH GROUP INC,Pink No Information,0.000400,0.000000,17205453,Common Stock,USA,Florida
ESFS,ECO-SAFE SYSTEMS USA INC,Pink No Information,0.001900,,0,Common Stock,USA,California
TURA,TURBINE AVIATION INC,Pink No Information,0.330000,-33.655000,11174,Common Stock,USA,Nevada
EPOR,EPIC CORP,Pink No Information,0.425000,18.055600,5135,Common Stock,USA,California
EPORP,EPIC CORP 5% A PFD,Pink No Information,0.011700,2.631600,5855,Preferred Stock,USA,California
SEVT,SUMMIT ENVRNMNTL CORP,Pink No Information,0.002200,,0,Common Stock,USA,Wisconsin
ERAO,ENERGY REVENUE AMERICA,Pink No Information,0.003200,,0,Common Stock,USA,Texas
NSBK,NORTHERN STAR FINCL INC,Pink No Information,0.020000,,0,Common Stock,USA,Minnesota
CBJCL,CABCO TR JCP 7.625 CERT,Pink No Information,0.039200,0.255800,700,Structured Product,USA,New York
NTFL,NETWORK 1 FINANCIAL GRP,Pink No Information,0.080000,263.636400,127724,Common Stock,USA,New Jersey
MSPC,METROSPACES INC,Pink No Information,0.001000,0.000000,105291049,Common Stock,USA,New Jersey
ICRD,INTL CARD ESTABLSHMNT INC,Pink No Information,0.032300,,0,Common Stock,USA,California
LATF,LATTENO FOOD CORP,Pink No Information,0.000400,0.000000,85304322,Common Stock,USA,Colorado
PWLK,POWERLOCK INTL CORP,Pink No Information,0.000900,0.000000,99999,Common Stock,USA,California
BZTG,BUZZ TECHNOLOGIES INC,Pink No Information,0.005000,8.695700,258244,Common Stock,USA,Florida
ZIPL,ZIPLINK INC,Pink No Information,0.250000,,0,Common Stock,USA,Connecticut
LMGR,LIGHT MGMT GROUP INC,Pink No Information,0.002300,,0,Common Stock,USA,Nevada
GSDT,GSDT FINTECH GROUP INC,Pink No Information,1.480000,-1.333300,193,Common Stock,USA,Massachusetts
MTLI,METALINE CONTACT MINES,Pink No Information,0.270000,,0,Common Stock,USA,Wisconsin
SLNM,SALON MEDIA GROUP INC,Pink No Information,0.010500,,0,Common Stock,USA,California
EWKS,EARTHWORKS ENTMT NEW,Pink No Information,0.000300,50.000000,8229995,Common Stock,USA,Texas
FIEC,FRONTIER NATL CORP,Pink No Information,0.029800,,0,Common Stock,USA,Alabama
NUEC,NUEARTH CORP,Pink No Information,0.023500,17.500000,36122,Common Stock,USA,Florida
BCCI,BARISTAS COFFEE CO INC,Pink No Information,0.036500,0.000000,283347,Common Stock,USA,Washington
PRZM,PRISM TECHNOLOGIES GROUP,Pink No Information,0.061900,-2.211700,190,Common Stock,USA,California
ICNM,ICON MEDIA HOLDINGS INC,Pink No Information,0.000800,-11.111100,34955117,Common Stock,USA,North Carolina
LVWD,LIVEWORLD INC,Pink No Information,0.139900,-6.733300,248300,Common Stock,USA,California
FRMB,FORUM MOBILE INC,Pink No Information,0.016185,,0,Common Stock,USA,New York
SBOX,SUPERBOX INC,Pink No Information,0.057000,3.636400,56970,Common Stock,USA,California
BLIAQ,BB LIQUIDATING INC A,Pink No Information,0.020000,-9.090900,124997,Common Stock,USA,Texas
BLIBQ,BB LIQUIDATING INC B,Pink No Information,0.014000,40.000000,3000,Common Stock,USA,Texas
MRDH,MERIDIAN HOLDINGS INC,Pink No Information,0.006500,,0,Common Stock,USA,California
XMEX,XEMEX GROUP INC,Pink No Information,1.510000,,0,Common Stock,USA,New York
IMKI,IMMEDIATEK INC,Pink No Information,0.160000,,0,Common Stock,USA,Texas
ADST,ADSTAR INC,Pink No Information,0.009000,,0,Common Stock,USA,California
NWCOP,NEWS CORP FINCL TR 5.00PR,Pink No Information,80.000000,,0,Preferred Stock,USA,New York
WPKS,WORLD POKER STORE INC,Pink No Information,0.008000,,0,Common Stock,USA,Minnesota
SLLN,SEARCHLIGHT SOLUTIONS LTD,Pink No Information,0.000400,0.000000,342333,Common Stock,USA,Georgia
GESI,GENERAL EUROPEAN STRATGS,Pink No Information,3.000000,0.000000,275,Common Stock,USA,Nevada
IVHI,INVECH HOLDINGS INC,Pink No Information,1.160000,,0,Common Stock,USA,California
OJSY,OJSYS INC,Pink No Information,0.025000,0.000000,1000,Common Stock,USA,California
EMBR,EMBARR DOWNS INC,Pink No Information,0.001300,0.000000,2509216,Common Stock,USA,California
MCDA,KMA HOLDING INC,Pink No Information,0.007100,0.000000,4439,Common Stock,USA,Florida
EMMA,EMMAUS LIFE SCIENCES INC,Pink No Information,1.710000,0.000000,5398,Common Stock,USA,California
EMMAW,EMMAUS LIFE SCIENCES WTS,Pink No Information,0.016350,,0,Warrants,USA,California
VCYE,VELOCITY ENERGY INC,Pink No Information,0.072000,-28.358200,20940,Common Stock,USA,Texas
GSML,G&S MINERALS INC,Pink No Information,0.003000,-3.225800,100,Common Stock,USA,Nevada
FERN,FERNHILL CORP,Pink No Information,0.004700,6.818200,53798376,Common Stock,USA,Nevada
RITE,MINERALRITE CORP,Pink No Information,0.000900,12.500000,28885886,Common Stock,USA,California
FSEI,FIRST SEISMIC CORP,Pink No Information,0.051000,,0,Common Stock,USA,Texas
ADTY,ADTEGRITY.COM INTL  INC,Pink No Information,0.022100,,0,Common Stock,USA,Michigan
NWGC,NEW WORLD GOLD CORP,Pink No Information,0.009300,-3.125000,65635307,Common Stock,USA,Florida
TCCR,TRICCAR INC,Pink No Information,0.250000,0.000000,1200,Common Stock,USA,Nevada
VCTL,RAINMAKER SYSTEMS INC,Pink No Information,0.005000,,0,Common Stock,USA,California
SKYF,SKY440 INC,Pink No Information,0.000600,50.000000,26577178,Common Stock,USA,California
WSTM,HRSOFT INC,Pink No Information,0.221000,,0,Common Stock,USA,Florida
HSCC,HOMELAND SECURITY CORP,Pink No Information,0.014500,-18.079100,17050,Common Stock,USA,California
ONCP,141 CAPITAL INC,Pink No Information,0.000900,,0,Common Stock,USA,Illinois
EFIR,EGPI FIRECREEK INC,Pink No Information,0.001100,0.000000,266616272,Common Stock,USA,Arizona
BDWGP,BROADWING COMMUN 12.5PFDB,Pink No Information,0.000000,,0,Preferred Stock,USA,Colorado
NBGV,NEWBRIDGE GLOBAL VENTURES,Pink No Information,0.120000,,0,Common Stock,USA,Florida
BMIN,BRITANNIA MINING INC,Pink No Information,0.007600,,2,Common Stock,USA,New York
PRDL,PROFITABLE DEVELOPMENTS,Pink No Information,0.000500,25.000000,9249998,Common Stock,USA,Michigan
HITD,HOUSTON INTERWEB DESIGN,Pink No Information,0.051000,,0,Common Stock,USA,Texas
AFFN,AFFINITY NETWORKS INC,Pink No Information,0.000100,,0,Common Stock,USA,Connecticut
PHIL,"PHI GROUP, INC",Pink No Information,0.002400,-4.000000,309092042,Common Stock,USA,Nevada
PRXM,PROXIM WIRELESS CORP,Pink No Information,1.200000,,0,Common Stock,USA,California
SNLS,SAN LUIS TR BK FSB,Pink No Information,0.002600,,0,Common Stock,USA,California
IAGX,IMAGENETIX INC,Pink No Information,0.008000,,0,Common Stock,USA,California
WQNI,WQN INC,Pink No Information,0.010000,21.951200,25000,Common Stock,USA,Texas
INVT,INVENTERGY GLOBAL INC,Pink No Information,0.028000,,0,Common Stock,USA,California
WTECQ,WESTECH CAPITAL CORP,Pink No Information,0.100000,,0,Common Stock,USA,Texas
PUPS,PICK-UPS PLUS INC,Pink No Information,0.008200,6.493500,147000,Common Stock,USA,California
SMPP,STRATEGIC MGMT&OPPTY,Pink No Information,0.033000,,0,Common Stock,USA,Florida
RVTI,RIVAL TECHNOLOGIES INC,Pink No Information,0.100000,0.000000,20190,Common Stock,USA,Nevada
OMWDF,OMEGA WORLD INC,Pink No Information,0.010000,,0,Foreign Ordinary Shares,USA,New York
IPTK,AS-IP TECH INC,Pink No Information,0.175000,-12.060300,3800,Common Stock,USA,New York
ENCC,ENCOMPASS COMPLIANCE CP,Pink No Information,0.002200,32.530100,12000,Common Stock,USA,North Carolina
FLMP,FLAME SEAL PRODUCTS INC,Pink No Information,0.021000,,0,Common Stock,USA,Texas
GDVM,GLOBAL DEVS INC (DEL),Pink No Information,0.000900,-35.714300,601000,Common Stock,USA,Massachusetts
BCND,BEACON REDEVELOPMNT CORP,Pink No Information,0.004200,,0,Common Stock,USA,Illinois
QOIL,QUEST OIL CORP,Pink No Information,0.000400,33.333300,52327148,Common Stock,USA,Texas
PLKT,SOLAR GOLD LTD,Pink No Information,0.110000,0.000000,1201,Common Stock,USA,California
ACFL,AMC FINANCIAL HLDGS INC,Pink No Information,0.250000,,0,Common Stock,USA,Texas
PRCK,PLACER CREEK MINING CO,Pink No Information,0.050000,,0,Common Stock,USA,Idaho
PJET,PRIORITY AVIATION INC,Pink No Information,0.001400,16.666700,2979931,Common Stock,USA,Texas
AVRI,AVEROX INC NEW,Pink No Information,0.016000,,0,Common Stock,USA,California
DAAT,DAC TECHS GROUP INTL INC,Pink No Information,0.262000,0.000000,120,Common Stock,USA,Arkansas
RSAM,RISING SUN BNCRP MARYLAND,Pink No Information,0.030000,,0,Common Stock,USA,Maryland
GEGP,GOLD ENTMT GROUP INC,Pink No Information,0.000500,0.000000,6592110,Common Stock,USA,Nevada
NNYR,NORTHAMERICAN ENGY GP CRP,Pink No Information,0.034550,386.619700,100,Common Stock,USA,Texas
MTPP,MOUNTAIN TOP PPTYS INC,Pink No Information,0.017900,27.857100,50000,Common Stock,USA,Pennsylvania
RMHB,ROCKY MTN HIGH BRAND INC,Pink No Information,0.039100,-2.250000,92181,Common Stock,USA,Texas
ROFO,ROCKFORD CORP,Pink No Information,9.510000,,0,Common Stock,USA,Arizona
EMDF,E MED FUTURE INC,Pink No Information,0.140000,-0.709200,194246,Common Stock,USA,Connecticut
NNRI,NNRF INC,Pink No Information,0.004400,33.333300,18500,Common Stock,USA,California
CBYI,CAL-BAY INTL INC,Pink No Information,0.001600,0.000000,51087750,Common Stock,USA,Colorado
PCOA,PENDRELL CORP,Pink No Information,210000.000000,,0,Common Stock,USA,Washington
ERMG,ERECORD MANAGEMENT INC NV,Pink No Information,0.060000,,0,Common Stock,USA,California
NBVG,NUTRIPURE BEVERAGES NEW,Pink No Information,0.000400,100.000000,189,Common Stock,USA,California
GCFB,GRANITE CTY FOOD&BRWY LTD,Pink No Information,0.041000,,0,Common Stock,USA,Minnesota
IGOI,IGO INC,Pink No Information,3.895000,1.168800,1010,Common Stock,USA,California
AIRO,AIRSPAN NETWORKS INC,Pink No Information,45.280000,-3.659600,1666,Common Stock,USA,Florida
INAR,INTERNETARRAY INC,Pink No Information,0.000600,0.000000,1877250,Common Stock,USA,New York
CLTH,CLEAN TECH BIOFUELS INC,Pink No Information,0.027500,22.222200,131433,Common Stock,USA,Missouri
TGMR,TROY GOLD & MINERAL CORP,Pink No Information,0.012000,,0,Common Stock,USA,California
LSKA,LISKA BIOMETRY INC,Pink No Information,0.006400,,0,Common Stock,USA,New Hampshire
ALSI,ATLAS RESOURCES INTL INC,Pink No Information,0.005100,,0,Common Stock,USA,Utah
WGTG,WINGS & THINGS INC,Pink No Information,4.000000,,0,Common Stock,USA,Utah
DGEN,DELTAGEN INC,Pink No Information,0.005100,,0,Common Stock,USA,California
AOXG,AOXING PHARM CO INC,Pink No Information,0.014000,25.000000,1000,Common Stock,USA,California
MCELQ,MILLENNIUM CELL INC,Pink No Information,0.005900,31.111100,250798,Common Stock,USA,New Jersey
TWSI,TRISTAR WELLNESS SLTNS,Pink No Information,0.007000,,1,Common Stock,USA,Oregon
AVSR,AVISTAR COMMUNS CORP,Pink No Information,0.225000,0.044500,42983,Common Stock,USA,California
FFZY,FANSFRENZY CORP,Pink No Information,0.009000,-5.263200,9100,Common Stock,USA,Nevada
CANX,CANNAWAKE CORP,Pink No Information,0.017000,,0,Common Stock,USA,California
JMIH,JUPITER MARINE INTL HLDGS,Pink No Information,0.020000,-9.909900,2100,Common Stock,USA,Florida
STGZ,STARGAZE ENTMT GRP INC,Pink No Information,0.010000,,0,Common Stock,USA,New York
NXMR,NEXTMART INC,Pink No Information,0.007430,,0,Common Stock,USA,Florida
INNI,INNOVARO INC,Pink No Information,0.007600,,0,Common Stock,USA,Florida
CNGI,CONCORDIS GROUP INC,Pink No Information,0.200000,,0,Common Stock,USA,Texas
CWTC,CLEARWAVE TELECOMM INC,Pink No Information,0.015100,,0,Common Stock,USA,Nevada
SRCH,SEARCHLIGHT MINERALS CORP,Pink No Information,0.014600,-21.505400,69500,Common Stock,USA,Nevada
EXNT,ENXNET INC,Pink No Information,0.015000,,0,Common Stock,USA,Oklahoma
ALMY,ALCHEMY CREATIVE INC,Pink No Information,0.006500,-18.750000,38000,Common Stock,USA,Texas
PMSO,PRIMAL SOLUTIONS INC,Pink No Information,0.098000,8066.666700,4400,Common Stock,USA,California
FUIG,FUSION INTERACTIVE CORP,Pink No Information,0.160000,,0,Common Stock,USA,Florida
HXPR,HISPANIC EXPRESS INC,Pink No Information,0.201000,,0,Common Stock,USA,California
ATPGQ,ATP OIL & GAS CORP 8% B,Pink No Information,0.090000,300.000000,150,Preferred Stock,USA,Texas
GHST,GHOST TECHNOLOGY INC,Pink No Information,0.003000,0.000000,329301,Common Stock,USA,New York
HCGS,HIGHCOM GLOBAL SEC,Pink No Information,0.012000,,0,Common Stock,USA,Ohio
WSHE,GREENLINK INTL INC,Pink No Information,0.025000,,0,Common Stock,USA,Washington
AFTM,AFTERMASTER INC,Pink No Information,0.008000,33.333300,494600,Common Stock,USA,California
DPAT,DENTAL PATIENT CARE AMER,Pink No Information,0.100000,1.010100,3500,Common Stock,USA,Utah
